,beta,d,d_i,a_c,a_i,p_A,p_B,c1,c2,f_cA,f_cB,f_isA,f_iaA,r,ts,s_1,s_2,p_c,f_ibA,cycl_period,alt_cycl_period,cycling,rdt,pS0,pCs0,pCa0,pCb0,pIs0,pIa0,pIb0,N,t
54,0.24,9,0.86,0.05,0.002,0.3,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
95,0.24,9,0.86,0.05,0.002,0.3,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
136,0.24,9,0.86,0.05,0.002,0.3,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
177,0.24,9,0.86,0.05,0.002,0.3,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
218,0.24,9,0.86,0.05,0.002,0.3,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
259,0.24,9,0.86,0.05,0.002,0.3,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
300,0.24,9,0.86,0.05,0.002,0.3,0.175,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
341,0.24,9,0.86,0.05,0.002,0.3,0.2,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
382,0.24,9,0.86,0.05,0.002,0.3,0.225,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
423,0.24,9,0.86,0.05,0.002,0.3,0.25,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
464,0.24,9,0.86,0.05,0.002,0.3,0.275,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
505,0.24,9,0.86,0.05,0.002,0.3,0.3,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
546,0.24,9,0.86,0.05,0.002,0.3,0.325,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
587,0.24,9,0.86,0.05,0.002,0.3,0.35,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
628,0.24,9,0.86,0.05,0.002,0.3,0.375,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
669,0.24,9,0.86,0.05,0.002,0.3,0.4,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
710,0.24,9,0.86,0.05,0.002,0.3,0.425,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
751,0.24,9,0.86,0.05,0.002,0.3,0.45,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
792,0.24,9,0.86,0.05,0.002,0.3,0.475,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
833,0.24,9,0.86,0.05,0.002,0.3,0.5,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
874,0.24,9,0.86,0.05,0.002,0.3,0.525,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
915,0.24,9,0.86,0.05,0.002,0.3,0.55,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
956,0.24,9,0.86,0.05,0.002,0.3,0.575,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
997,0.24,9,0.86,0.05,0.002,0.3,0.6,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
1038,0.24,9,0.86,0.05,0.002,0.3,0.625,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
1079,0.24,9,0.86,0.05,0.002,0.3,0.65,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
1120,0.24,9,0.86,0.05,0.002,0.3,0.675,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
1161,0.24,9,0.86,0.05,0.002,0.3,0.7,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
14,0.24,9,0.86,0.05,0.002,0.325,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
55,0.24,9,0.86,0.05,0.002,0.325,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
96,0.24,9,0.86,0.05,0.002,0.325,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
137,0.24,9,0.86,0.05,0.002,0.325,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
178,0.24,9,0.86,0.05,0.002,0.325,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
219,0.24,9,0.86,0.05,0.002,0.325,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
260,0.24,9,0.86,0.05,0.002,0.325,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
301,0.24,9,0.86,0.05,0.002,0.325,0.175,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
342,0.24,9,0.86,0.05,0.002,0.325,0.2,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
383,0.24,9,0.86,0.05,0.002,0.325,0.225,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
424,0.24,9,0.86,0.05,0.002,0.325,0.25,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
465,0.24,9,0.86,0.05,0.002,0.325,0.275,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
506,0.24,9,0.86,0.05,0.002,0.325,0.3,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
547,0.24,9,0.86,0.05,0.002,0.325,0.325,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
588,0.24,9,0.86,0.05,0.002,0.325,0.35,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
629,0.24,9,0.86,0.05,0.002,0.325,0.375,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
670,0.24,9,0.86,0.05,0.002,0.325,0.4,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
711,0.24,9,0.86,0.05,0.002,0.325,0.425,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
752,0.24,9,0.86,0.05,0.002,0.325,0.45,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
793,0.24,9,0.86,0.05,0.002,0.325,0.475,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
834,0.24,9,0.86,0.05,0.002,0.325,0.5,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
875,0.24,9,0.86,0.05,0.002,0.325,0.525,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
916,0.24,9,0.86,0.05,0.002,0.325,0.55,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
957,0.24,9,0.86,0.05,0.002,0.325,0.575,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
998,0.24,9,0.86,0.05,0.002,0.325,0.6,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
1039,0.24,9,0.86,0.05,0.002,0.325,0.625,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
1080,0.24,9,0.86,0.05,0.002,0.325,0.65,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
1121,0.24,9,0.86,0.05,0.002,0.325,0.675,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
15,0.24,9,0.86,0.05,0.002,0.35,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
56,0.24,9,0.86,0.05,0.002,0.35,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
97,0.24,9,0.86,0.05,0.002,0.35,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
138,0.24,9,0.86,0.05,0.002,0.35,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
179,0.24,9,0.86,0.05,0.002,0.35,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
220,0.24,9,0.86,0.05,0.002,0.35,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
261,0.24,9,0.86,0.05,0.002,0.35,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
302,0.24,9,0.86,0.05,0.002,0.35,0.175,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
343,0.24,9,0.86,0.05,0.002,0.35,0.2,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
384,0.24,9,0.86,0.05,0.002,0.35,0.225,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
425,0.24,9,0.86,0.05,0.002,0.35,0.25,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
466,0.24,9,0.86,0.05,0.002,0.35,0.275,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
507,0.24,9,0.86,0.05,0.002,0.35,0.3,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
548,0.24,9,0.86,0.05,0.002,0.35,0.325,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
589,0.24,9,0.86,0.05,0.002,0.35,0.35,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
630,0.24,9,0.86,0.05,0.002,0.35,0.375,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
671,0.24,9,0.86,0.05,0.002,0.35,0.4,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
712,0.24,9,0.86,0.05,0.002,0.35,0.425,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
753,0.24,9,0.86,0.05,0.002,0.35,0.45,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
794,0.24,9,0.86,0.05,0.002,0.35,0.475,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
835,0.24,9,0.86,0.05,0.002,0.35,0.5,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
876,0.24,9,0.86,0.05,0.002,0.35,0.525,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
917,0.24,9,0.86,0.05,0.002,0.35,0.55,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
958,0.24,9,0.86,0.05,0.002,0.35,0.575,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
999,0.24,9,0.86,0.05,0.002,0.35,0.6,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
1040,0.24,9,0.86,0.05,0.002,0.35,0.625,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
1081,0.24,9,0.86,0.05,0.002,0.35,0.65,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
16,0.24,9,0.86,0.05,0.002,0.375,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
57,0.24,9,0.86,0.05,0.002,0.375,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
98,0.24,9,0.86,0.05,0.002,0.375,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
139,0.24,9,0.86,0.05,0.002,0.375,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
180,0.24,9,0.86,0.05,0.002,0.375,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
221,0.24,9,0.86,0.05,0.002,0.375,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
262,0.24,9,0.86,0.05,0.002,0.375,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
303,0.24,9,0.86,0.05,0.002,0.375,0.175,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
344,0.24,9,0.86,0.05,0.002,0.375,0.2,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
385,0.24,9,0.86,0.05,0.002,0.375,0.225,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
426,0.24,9,0.86,0.05,0.002,0.375,0.25,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
467,0.24,9,0.86,0.05,0.002,0.375,0.275,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
508,0.24,9,0.86,0.05,0.002,0.375,0.3,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
549,0.24,9,0.86,0.05,0.002,0.375,0.325,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
590,0.24,9,0.86,0.05,0.002,0.375,0.35,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
631,0.24,9,0.86,0.05,0.002,0.375,0.375,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
672,0.24,9,0.86,0.05,0.002,0.375,0.4,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
713,0.24,9,0.86,0.05,0.002,0.375,0.425,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
754,0.24,9,0.86,0.05,0.002,0.375,0.45,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
795,0.24,9,0.86,0.05,0.002,0.375,0.475,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
836,0.24,9,0.86,0.05,0.002,0.375,0.5,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
877,0.24,9,0.86,0.05,0.002,0.375,0.525,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
918,0.24,9,0.86,0.05,0.002,0.375,0.55,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
959,0.24,9,0.86,0.05,0.002,0.375,0.575,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
1000,0.24,9,0.86,0.05,0.002,0.375,0.6,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
1041,0.24,9,0.86,0.05,0.002,0.375,0.625,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
17,0.24,9,0.86,0.05,0.002,0.4,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
58,0.24,9,0.86,0.05,0.002,0.4,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
99,0.24,9,0.86,0.05,0.002,0.4,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
140,0.24,9,0.86,0.05,0.002,0.4,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
181,0.24,9,0.86,0.05,0.002,0.4,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
222,0.24,9,0.86,0.05,0.002,0.4,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
263,0.24,9,0.86,0.05,0.002,0.4,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
304,0.24,9,0.86,0.05,0.002,0.4,0.175,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
345,0.24,9,0.86,0.05,0.002,0.4,0.2,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
386,0.24,9,0.86,0.05,0.002,0.4,0.225,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
427,0.24,9,0.86,0.05,0.002,0.4,0.25,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
468,0.24,9,0.86,0.05,0.002,0.4,0.275,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
509,0.24,9,0.86,0.05,0.002,0.4,0.3,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
550,0.24,9,0.86,0.05,0.002,0.4,0.325,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
591,0.24,9,0.86,0.05,0.002,0.4,0.35,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
632,0.24,9,0.86,0.05,0.002,0.4,0.375,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
673,0.24,9,0.86,0.05,0.002,0.4,0.4,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
714,0.24,9,0.86,0.05,0.002,0.4,0.425,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
755,0.24,9,0.86,0.05,0.002,0.4,0.45,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
796,0.24,9,0.86,0.05,0.002,0.4,0.475,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
837,0.24,9,0.86,0.05,0.002,0.4,0.5,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
878,0.24,9,0.86,0.05,0.002,0.4,0.525,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
919,0.24,9,0.86,0.05,0.002,0.4,0.55,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
960,0.24,9,0.86,0.05,0.002,0.4,0.575,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
1001,0.24,9,0.86,0.05,0.002,0.4,0.6,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
18,0.24,9,0.86,0.05,0.002,0.425,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
59,0.24,9,0.86,0.05,0.002,0.425,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
100,0.24,9,0.86,0.05,0.002,0.425,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
141,0.24,9,0.86,0.05,0.002,0.425,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
182,0.24,9,0.86,0.05,0.002,0.425,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
223,0.24,9,0.86,0.05,0.002,0.425,0.125,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
264,0.24,9,0.86,0.05,0.002,0.425,0.15,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
